,RESDATE,RESCOL,BIDCITY,MONTH,PSTALP,BSTATUS,FAILMON,PO_COST,COST21,BSTATDT,COST20,TERMDATE,BIDNAME,RESTYPE_II,FAILDATE,RESTYPE1,CHCLASS1,FSL_PROG,BRCERT,CERT,BRDOCKET,COST07,COST08,COST09,L_REPDTE,FRAUD,COST03,COST04,COST05,COST06,RSSDID,COMMENTS,BIDCERT,COSTMOSTRECENTASOF,QBRASSET,URL,RESLOS,MONTHTXT,QBFASSET,QBFEQ,TXHC,QBREQ,COST00,COST01,BIDDOCK,COST02,COST18,COST19,RESCOST,ATFIN,COST14,COST15,COST16,COST17,CITY,R_UPDATE,FAILTXT,COST10,COST98,COST11,COST99,COST12,COST13,COST95,DAY,COST96,COST97,QBFDEP,CLOSCD,FIN2,RESEQ,RESTYPE,CITYST,RESDEP,RESPUT,PTRDATE,COSTMOSTRECENT,FAILDAY,INCTDT,TERMI,FAILYR,DOCKET,RESABAL,RESTYPE_OLD,BANKNO,RESPASS,SAVR,NAME,LOSSSHARE,FAILQTR,tagpal,BRDATE,BIDSTATE,CROSSS,OBA,COST,UNINSDEP,RESASSET,difal,CHCLASS,FUND,RESADJ,FIN,QBRDEP,CROSS,ID,REGION
38,7/19/1985,1642,LINNEUS,,MO,I,7,,2214,7/1/1989,2214,10/1/1988,UNITED MO BANK OF LINN C,,7/19/1985,PA,NM,,,10625.0,,2214,2214,2214,3/31/1985,,2214,2214,2214,2214,804552,,26341,30-Nov-22,5381,na,2032,,5381.0,-22,0,-22,2214,2214,,2214,2214,2214,,,2214,2214,2214,2214,LINNEUS,1/31/2022,,2214,2214,2214,2214,2214,2214,2214.005,,2214.005,2214,5301.0,PASAN,2480,0,FAILURE,"LINNEUS, MO",0,0,,2214,,7/19/1985,T,1985,,0,,,0,BIF,LINN COUNTY BANK,0,3,,,MO,,0,2214.0,,3674.22483,,NM,1,0,2480,5301,0,1032,Midwest
39,7/19/1985,857,GOLDEN,,CO,I,7,,1330,9/1/1989,1330,1/1/1989,FIRST INTRST BK GOLDEN N,,7/19/1985,PA,SM,,,22851.0,,1330,1330,1330,6/30/1985,,1330,1330,1330,1330,951157,,15494,30-Nov-22,3861,na,1086,,3861.0,323,0,323,1330,1330,,1330,1330,1330,,,1330,1330,1330,1330,BLACK HAWK,1/31/2022,,1330,1330,1330,1330,1330,1330,1329.682,,1329.682,1330,3481.0,PABNN,2479,10601.98327,FAILURE,"BLACK HAWK, CO",3386.21976,0,,1330,,7/19/1985,T,1985,,0,,,2412.77007,BIF,GILPIN COUNTY BANK,0,3,,,CO,,0,1330.0,,3903.37373,,SM,1,22,2479,3481,0,1033,West
40,4/29/1986,,SYOSSET,,NY,,7,96011,22906,,22906,,LONG ISLAND SAVINGS BANK  F,,7/19/1985,A/A,SL,MCP,28504,28504.0,1726,22906,22906,22906,6/30/1985,,22906,22906,22906,22906,307576,,32151,30-Nov-22,527685,na,,,527685.0,-23695,,-23695,22908,22906,7906,22906,22906,22906,,1682,22906,22906,22906,22906,FLUSHING,,,22906,22906,22906,22906,22906,22906,22906,,22906,22906,524880.0,,1682,,ASSISTANCE,"FLUSHING, NY",,,,22906,,,,1985,1726,,,,,FSLIC,FLUSHING FS&LA,0,3,,7/19/1985,NY,,1,22906.0,,,,SL,3,,1682,524880,,1034,Northeast
41,7/23/1985,2943,ONAGA,,KS,I,7,,2229,8/1/1992,2229,1/1/1989,FIRST NATIONAL BANK OF O,,7/23/1985,PA,N,,,4745.0,,2229,2229,2229,3/31/1985,,2229,2229,2229,2229,581059,,26326,30-Nov-22,22379,na,2728,,22379.0,-102,0,-102,2229,2229,,2229,2229,2229,,,2229,2229,2229,2229,ONAGA,1/31/2022,,2229,2229,2229,2229,2229,2229,2229.079,,2229.079,2229,22259.0,PANAN,2481,0,FAILURE,"ONAGA, KS",0,0,,2229,,7/23/1985,T,1985,,0,,,0,BIF,THE FIRST NATIONAL BANK OF ONAGA,0,3,,,KS,,0,2229.0,,5601.63997,,N,1,64,2481,22259,0,1035,Midwest
42,7/23/1985,4813,GLENROCK,,WY,I,7,,4459,10/1/1991,4459,11/1/1990,NATIONAL BANK OF GLENROC,,7/23/1985,PA,N,,,18928.0,,4459,4459,4459,3/31/1985,,4459,4459,4459,4459,895859,,26309,30-Nov-22,18686,na,5445,,18686.0,1700,0,1700,4459,4459,,4459,4459,4459,,,4459,4459,4459,4459,GLENROCK,1/31/2022,,4459,4459,4459,4459,4459,4459,4458.7174,,4458.71743,4459,16463.0,PANNN,2482,0,FAILURE,"GLENROCK, WY",0,0,,4459,,7/23/1985,T,1985,,0,,,0,BIF,FIRST NATIONAL BANK OF GLENROCK,0,3,,,WY,,0,4459.0,,9974.09256,,N,1,284,2482,16463,0,1036,West
43,7/25/1985,2918,EL DORADO,,KS,I,7,,1455,8/1/1993,1455,9/1/1988,NATIONAL BANK OF EL DORA,,7/25/1985,PA,NM,,,12423.0,,1455,1455,1455,3/31/1985,,1455,1455,1455,1455,642754,,26313,30-Nov-22,31185,na,1639,,31185.0,1113,0,1113,1455,1455,,1455,1455,1455,,,1455,1455,1455,1455,EL DORADO,1/31/2022,,1455,1455,1455,1455,1455,1455,1455.366,,1455.36597,1455,29527.0,PASNN,2484,-7642.72902,FAILURE,"EL DORADO, KS",23659.67506,0,,1455,,7/25/1985,T,1985,,0,,,21197.43895,BIF,CITIZENS STATE BANK OF EL DORADO,0,3,,,KS,,0,1455.0,,25711.62897,,NM,1,0,2484,29527,0,1037,Midwest
44,7/25/1985,4994,OVERLAND PARK,,KS,I,7,,6351,1/1/1994,6351,1/1/1989,MIDAMERICAN B&T OVERLAND,,7/25/1985,PA,NM,,,20699.0,,6351,6351,6351,3/31/1985,,6351,6351,6351,6351,338356,,26366,30-Nov-22,25707,na,6903,,25707.0,1539,0,1539,6351,6351,,6351,6351,6351,,,6351,6351,6351,6351,OVERLAND PARK,1/31/2022,,6351,6351,6351,6351,6351,6351,6351.2157,,6351.21567,6351,23888.0,PASNN,2483,-7836.38753,FAILURE,"OVERLAND PARK, KS",21815.04982,0,,6351,,7/25/1985,T,1985,,0,,,19098.86386,BIF,KANSAS AMERICAN BANK,0,3,,,KS,,0,6351.0,,25856.14314,,NM,1,123,2483,23888,0,1038,Midwest
45,8/23/1988,,MARINA DEL RAY,,CA,,7,700136,829701,,829701,,WESTERN FS&LA,,7/25/1985,A/A,SL,MCP-C,32416,28490.0,8240,829701,829701,829701,6/30/1985,,829701,829701,829701,829701,597872,,29671,30-Nov-22,1635150,na,,,1635150.0,-22695,,-22695,865088,829701,3865,829701,829701,829701,,1750,829701,829701,829701,829701,SAN MATEO,,,829701,829701,829701,829701,829701,829701,829701,,829701,829701,1312477.0,,1750,,ASSISTANCE,"SAN MATEO, CA",,,,829701,,,,1985,1693,,,,,FSLIC,BELL  S&LA,0,3,,7/25/1985,CA,,1,829701.0,,,,SL,3,,1750,1312477,,1039,West
46,,,,5,MO,,,,,,0,,,,5/29/1937,P&A,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,May,,,,,0,0,,0,,,,,,,,,CARROLLTON,,5/29/1937,0,0,0,0,0,0,0,29,0,0,787.0,,,,FAILURE,"CARROLLTON, MO",,,,,5/29/2022,,,1937,,,P&A,,,BIF,CARROLL EXCHANGE BANK,,,,,,,,,,,,NM,1,,0,,,104,Midwest
47,8/1/1985,5884,HOUSTON,,TX,I,8,,3568,8/1/1993,3568,5/1/1991,PEOPLES BANK NATIONAL AS,,8/1/1985,PA,N,,,18862.0,,3568,3568,3568,3/31/1985,,3568,3568,3568,3568,159850,,26351,30-Nov-22,18365,na,5006,,18365.0,972,0,972,3568,3568,,3568,3568,3568,,,3568,3568,3568,3568,HOUSTON,1/31/2022,,3568,3568,3568,3568,3568,3568,3567.807,,3567.80699,3568,17158.0,PANNN,2491,0,FAILURE,"HOUSTON, TX",0,0,,3568,,8/1/1985,T,1985,,0,,,0,BIF,RIVERSIDE NATIONAL BANK OF HOUSTON,0,3,,,TX,,0,3568.0,,9992.00619,,N,1,426,2491,17158,0,1040,South
48,8/1/1985,,PORTLAND,,OR,,8,23155,8800,,8800,,BENJ FRANKLIN FS&LA,,8/1/1985,A/A,SL,,,29071.0,,8800,8800,8800,6/30/1985,,8800,8800,8800,8800,618375,,28220,30-Nov-22,175148,na,,,175148.0,-1231,,-1231,58,8800,1165,8800,8800,8800,,1670,8800,8800,8800,8800,PENDLETON,,,8800,8800,8800,8800,8800,8800,8800,,8800,8800,134017.0,,1670,,ASSISTANCE,"PENDLETON, OR",,,,8800,,,,1985,2861,,,,,FSLIC,WESTERN HERITAGE FS&LA,0,3,,,OR,,1,8800.0,,,,SL,3,,1670,134017,,1041,West
49,8/2/1985,3705,MOUNTAIN LAKE,,MN,I,8,,7462,8/1/1990,7462,8/1/1989,FARMERS STB OF MOUNTAIN,,8/2/1985,PA,NM,,,10970.0,,7462,7462,7462,6/30/1985,,7462,7462,7462,7462,177359,,10958,30-Nov-22,23210,na,8172,,23210.0,1506,0,1506,7462,7462,,7462,7462,7462,,,7462,7462,7462,7462,ROUND LAKE,1/31/2022,,7462,7462,7462,7462,7462,7462,7461.646,,7461.646,7462,20903.0,PASAN,2486,0,FAILURE,"ROUND LAKE, MN",0,0,,7462,,8/2/1985,T,1985,,0,,,0,BIF,FARMERS STATE BANK OF ROUND LAKE,0,3,,,MN,,0,7462.0,,11766.43053,,NM,1,100,2486,20903,0,1042,Midwest
50,8/2/1985,6252,LINCOLN,,NE,I,8,,320,10/1/1990,320,1/1/1989,UNION BANK&TRUST CO,,8/2/1985,PA,NM,,,11828.0,,320,320,320,6/30/1985,,320,320,320,320,676058,,13421,30-Nov-22,12845,na,2468,,12845.0,666,0,666,320,320,,320,320,320,,,320,320,320,320,RISING CITY,1/31/2022,,320,320,320,320,320,320,319.7089,,319.70894,320,11929.0,PASAN,2485,0,FAILURE,"RISING CITY, NE",0,0,,320,,8/2/1985,T,1985,,0,,,0,BIF,FARMERS STATE BANK,0,3,,,NE,,0,320.0,,8709.58081,,NM,1,0,2485,11929,0,1043,Midwest
51,8/2/1985,5725,,,TX,I,8,155026,177863,6/1/1999,177863,5/1/1998,,,8/2/1985,IDT,SL,,,29527.0,,177863,177863,177863,6/30/1985,,177863,177863,177863,177863,283670,,,30-Nov-22,185009,na,98152,,185009.0,-104476,,-104476,177863,177863,,177863,177863,177863,132802,,177863,177863,177863,177863,TEMPLE,1/31/2022,,177863,177863,177863,177863,177863,177863,176014.4523,,177540.2107,177833,288045.0,,7520,-0.1,FAILURE,"TEMPLE, TX",0,0,,177863,,8/3/1985,T,1985,3597,0,,,0,FSLIC,BELL SAVINGS BANC,0,3,,,,,0,177863.0,,96969.77096,,SL,3,6907,7520,288045,,1044,South
52,8/6/1985,915,GLENWOOD,,IA,I,8,,213,8/1/1990,213,1/1/1989,GLENWOOD STATE BANK,,8/6/1985,PA,NM,,,14180.0,,213,213,213,6/30/1985,,213,213,213,213,1011647,,956,30-Nov-22,5205,na,650,,5205.0,232,0,232,213,213,,213,213,213,,,213,213,213,213,MINEOLA,1/31/2022,,213,213,213,213,213,213,212.5087,,212.50869,213,4928.0,PASAN,2489,0,FAILURE,"MINEOLA, IA",0,0,,213,,8/6/1985,T,1985,,0,,,0,BIF,MINEOLA STATE BANK,0,3,,,IA,,0,213.0,,1517.67988,,NM,1,0,2489,4928,0,1045,Midwest
53,9/29/1988,,NEWPORT BEACH,,CA,,8,336611,371337,,371337,,DOWNEY S&LA,,8/7/1985,A/A,SL,MCP-C,32415,29540.0,8239,371337,371337,371337,6/30/1985,,371337,371337,371337,371337,325477,,30968,30-Nov-22,708261,na,,,708261.0,-127184,,-127184,400353,371337,6189,371337,371337,371337,,1754,371337,371337,371337,371337,SANTA ANA,,,371337,367418,371337,367418,371337,371337,371629,,367615,367418,768317.0,,1754,,ASSISTANCE,"SANTA ANA, CA",,,,371337,,,,1985,3630,,,,,FSLIC,BUTTERFIELD  S&LA,0,3,,8/7/1985,CA,,1,371337.0,,,,SL,3,,1754,768317,,1046,West
54,8/8/1985,4036,MIDWEST CITY,,OK,I,8,,6913,7/1/1991,6913,2/1/1990,SECURITY BANK OF MW CTY,,8/8/1985,PA,NM,,,18907.0,,6913,6913,6913,6/30/1985,,6913,6913,6913,6913,94054,,26361,30-Nov-22,34976,na,7541,,34976.0,193,0,193,6913,6913,,6913,6913,6913,,,6913,6913,6913,6913,MIDWEST CITY,1/31/2022,,6913,6913,6913,6913,6913,6913,6912.6326,,6912.63255,6913,33426.0,PASNN,2490,-19.30138,FAILURE,"MIDWEST CITY, OK",29592.24688,0,,6913,,8/8/1985,T,1985,,0,,,20.71934,BIF,SECURITY BANK & TRUST COMPANY,0,3,,,OK,,0,6913.0,,9193.2763,,NM,1,89,2490,33426,0,1047,South
55,8/9/1985,2852,LITCHFIELD,,IL,I,8,,2181,8/1/1993,2181,3/1/1989,LITCHFIELD BANK&TRUST CO,,8/9/1985,PA,NM,,,10085.0,,2181,2181,2181,6/30/1985,,2181,2181,2181,2181,264147,,1047,30-Nov-22,11984,na,3579,,11984.0,-603,0,-603,2181,2181,,2181,2181,2181,,,2181,2181,2181,2181,FARMERSVILLE,1/31/2022,,2181,2181,2181,2181,2181,2181,2181.4876,,2181.4876,2181,12118.0,PASAN,2492,-74300,FAILURE,"FARMERSVILLE, IL",10985.90167,0,,2181,,8/9/1985,T,1985,,0,,,7660.1426,BIF,STATE BANK OF FARMERSVILLE,0,3,,,IL,,0,2181.0,,13702.15518,,NM,1,388,2492,12118,0,1048,Midwest
56,2/28/1986,,OMAHA,,CO,,8,35600,56310,,56310,,COMMERCIAL FS&LA,,8/9/1985,IDT,SL,MCP-B,31906,31906.0,7590,56310,56310,56310,6/30/1985,,56310,56310,56310,56310,853279,,30341,30-Nov-22,48363,na,,,48363.0,-33956,,-33956,56310,56310,5198,56310,56310,56310,26498,,56310,56310,56310,56310,DENVER,,,56310,56310,56310,56310,56310,56310,56310.1,,56310.1,56310,81482.0,,,,FAILURE,"DENVER, CO",,,,56310,,,,1985,7590,,,,,FSLIC,SIERRA FS&LA,0,3,,8/9/1985,NE,,0,56310.0,,,,SL,3,,0,81482,,1049,West
57,,,,6,PA,,,,,,0,,,,6/5/1937,P&A,N,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Jun,,,,,0,0,,0,,,,,,,,,MAHANOY CITY,,6/5/1937,0,0,0,0,0,0,0,5,0,0,2060.0,,,,FAILURE,"MAHANOY CITY, PA",,,,,6/5/2022,,,1937,,,P&A,,,BIF,THE FIRST NATIONAL BANK OF MAHANOY CITY,,,,,,,,,,,,N,1,,0,,,105,Northeast
58,8/14/1985,3808,,,KS,I,8,,1571,9/1/1993,1571,12/1/1988,,,8/14/1985,PO,NM,,,15380.0,,1571,1571,1571,3/31/1985,,1571,1571,1571,1571,679059,,,30-Nov-22,6237,na,1971,,6237.0,354,0,354,1571,1571,,1571,1571,1571,,,1571,1571,1571,1571,HERNDON,1/31/2022,,1571,1571,1571,1571,1571,1571,1571.395,,1571.39499,1571,5758.0,POSAN,6600,-0.76068,FAILURE,"HERNDON, KS",4828.01453,0,,1571,,8/14/1985,T,1985,,0,,,0,BIF,STATE BANK OF HERNDON,0,3,,,,,0,1571.0,,5778.16723,,NM,1,1,6600,5758,0,1050,Midwest
59,8/15/1985,3027,FARMERS BRANCH,,TX,I,8,,5328,12/1/1995,5328,3/1/1995,PARK WEST STATE BANK,,8/15/1985,IDT,N,,,24761.0,,5328,5328,5328,3/31/1985,,5328,5328,5328,5328,386759,,26360,30-Nov-22,20544,na,8071,,20544.0,2108,0,2108,5328,5328,,5328,5328,5328,,,5328,5328,5328,5328,FARMERS BRANCH,1/31/2022,,5328,5328,5328,5328,5328,5328,5327.7918,,5327.79175,5328,18232.0,DTNNA,5601,-355.45914,FAILURE,"FARMERS BRANCH, TX",13896.14643,0,,5328,,8/15/1985,T,1985,,0,,,0,BIF,"PARK WEST BANK, N.A.",0,3,,,TX,,0,5328.0,,7553.6054,,N,1,1619,5601,18232,0,1051,South
60,8/16/1985,,ANDALUSIA,,AL,,8,,0,,0,,THE COMMERCIAL BANK,,8/16/1985,A/A,NM,,,55.0,,0,0,0,6/30/1985,,0,0,0,0,654234,,55,30-Nov-22,77816,na,,,77816.0,-605,0,-605,0,0,,0,0,0,,1926,0,0,0,0,ANDALUSIA,,,0,0,0,0,0,0,0,,0,0,76446.0,,1926,,ASSISTANCE,"ANDALUSIA, AL",,,,0,,,,1985,,,,,,BIF,THE COMMERCIAL BANK,0,3,,,AL,,2,0.0,,,,NM,1,,1926,76446,0,1052,South
61,8/16/1985,3009,,,MT,I,8,5010,12908,7/1/1996,12908,12/1/1995,,,8/16/1985,PO,SL,,,32055.0,,12908,12908,12908,6/30/1985,,12908,12908,12908,12908,542779,,,30-Nov-22,26949,na,5199,,26949.0,-3901,,-3901,12908,12908,,12908,12908,12908,5010,,12908,12908,12908,12908,KALISPELL,1/31/2022,,12908,12908,12908,12908,12908,12908,12907.943,,12907.94304,12908,30360.0,,7521,-2149.68157,FAILURE,"KALISPELL, MT",0,0,,12908,,8/16/1985,T,1985,7793,0,,,0,FSLIC,MONTANA S&LA,0,3,,,,,0,12908.0,,8108.81892,,SL,3,99,7521,30360,,1053,West
62,4/27/1987,52867,MIAMI,,CA,I,8,168288,148930,11/1/2000,148930,6/1/1998,CITIZENS FS&LA,,8/20/1985,IDT,SL,MCP-C,32410,31818.0,8234,148930,148930,148930,6/30/1985,,148930,148930,148930,148930,588076,,30577,30-Nov-22,368163,na,88557,,368163.0,-1029,,-1029,148930,148930,5579,148930,148930,148930,168288,,148930,148930,148930,148930,GUERNEVILLE,1/31/2022,,148930,148930,148930,148930,148930,148930,149692.1141,,149518.9591,148875,367831.0,,7557,-120.25273,FAILURE,"GUERNEVILLE, CA",338866.88326,0,,148930,,4/24/1987,T,1985,7501,0,,,0,FSLIC,CENTENNIAL  S&LA,0,3,,8/20/1985,FL,,0,148930.0,,135576.67937,,SL,3,5847,7557,367831,,1054,West
63,8/23/1985,5906,,,KS,I,8,,3042,12/1/1993,3042,10/1/1989,,,8/23/1985,PO,NM,,,10501.0,,3042,3042,3042,6/30/1985,,3042,3042,3042,3042,9254,,,30-Nov-22,9604,na,3626,,9604.0,206,0,206,3042,3042,,3042,3042,3042,,,3042,3042,3042,3042,BRONSON,1/31/2022,,3042,3042,3042,3042,3042,3042,3042.0225,,3042.02252,3042,9294.0,POSAN,6602,-8.16944,FAILURE,"BRONSON, KS",8420.79679,0,,3042,,8/23/1985,T,1985,,0,,,0,BIF,THE BANK OF BRONSON,0,3,,,,,0,3042.0,,9494.26995,,NM,1,39,6602,9294,0,1055,Midwest
64,8/23/1985,20101,,,LA,I,8,59549,147947,9/1/1996,147947,12/1/1994,,,8/23/1985,IDT,SL,,,32083.0,,147947,147947,147947,6/30/1985,,147947,147947,147947,147947,588777,,,30-Nov-22,188137,na,151878,,188137.0,-32579,,-32579,147947,147947,,147947,147947,147947,54957,,147947,147947,147947,147947,KENNER,1/31/2022,,147947,147947,147947,147947,147947,147947,147947.4037,,147947.4038,147947,133989.0,,7522,2149.68157,FAILURE,"KENNER, LA",0,0,,147947,,8/23/1985,T,1985,7831,0,,,0,FSLIC,ALLIANCE FS&LA,0,3,,,,,0,147947.0,,112473.70039,,SL,3,59506,7522,133989,,1056,South
65,8/28/1985,1151,HORNERSVILLE,,MO,I,8,,868,1/1/1989,868,8/1/1988,MERCHANTS&PLANTERS BK HO,,8/28/1985,PA,NM,,,16084.0,,868,868,868,6/30/1985,,868,868,868,868,368849,,11005,30-Nov-22,6206,na,1176,,6206.0,436,0,436,868,868,,868,868,868,,,868,868,868,868,CARDWELL,1/31/2022,,868,868,868,868,868,868,867.705,,867.705,868,5664.0,PASAN,2493,-110.03438,FAILURE,"CARDWELL, MO",5515.7459,0,,868,,8/29/1985,T,1985,,0,,,3696.16165,BIF,CARDWELL STATE BANK,0,3,,,MO,,0,868.0,,6023.01375,,NM,1,0,2493,5664,0,1057,Midwest
66,8/28/1985,956,HAYTI,,MO,I,8,,1367,3/1/1995,1367,8/1/1988,BANK OF HAYTI,,8/28/1985,PA,NM,,,19574.0,,1367,1367,1367,6/30/1985,,1367,1367,1367,1367,1013146,,1627,30-Nov-22,9116,na,1939,,9116.0,895,0,895,1367,1367,,1367,1367,1367,,,1367,1367,1367,1367,HAYTI,1/31/2022,,1367,1367,1367,1367,1367,1367,1366.557,,1366.55709,1367,8112.0,PASAN,2494,1369269.829,FAILURE,"HAYTI, MO",7211.23789,0,,1367,,8/29/1985,T,1985,,0,,,5564.37749,BIF,MISSOURI DELTA BANK,0,3,,,MO,,0,1367.0,,8403.51995,,NM,1,19,2494,8112,0,1058,Midwest
67,8/8/1986,26099,BEVERLY HILLS,,CA,I,8,111942,96609,6/1/1996,96609,9/1/1995,GIBRALTER SAVINGS,,8/28/1985,ABT,SL,MCP-C,32435,31749.0,8260,96609,96609,96609,6/30/1985,,96609,96609,96609,96609,115977,,31629,30-Nov-22,284494,na,30346,,284494.0,5911,,5911,96609,96609,7277,96609,96609,96609,111942,,96609,96609,96609,96609,PORTERVILLE,1/31/2022,,96609,96609,96609,96609,96609,96609,96608.5921,,96608.59208,96609,244890.0,,7541,0,FAILURE,"PORTERVILLE, CA",0,0,,96609,,8/8/1986,T,1985,7419,0,,,0,FSLIC,PRESIDIO  S&LA,0,3,,8/28/1985,CA,,0,96609.0,,54616.82636,,SL,3,1705,7541,244890,,1059,West
68,,,,6,WI,,,,,,0,,,,6/14/1937,PO,NM,,,,,0,0,0,,,0,0,0,0,,,,,,na,,Jun,94.0,,,,0,0,,0,,,,,,,,,COLOMA,,6/14/1937,0,0,0,0,0,0,0,14,0,0,79.0,,,,FAILURE,"COLOMA, WI",,,,,6/14/2022,,,1937,,,PO,,,BIF,COLOMA STATE BANK,,,,,,,,,,,,NM,1,,0,,,106,Midwest
69,8/30/1985,32712,HOBBS,,NM,I,8,,54020,9/1/1999,54020,5/1/1999,UNITED BANK OF LEA COUNT,,8/30/1985,PA,N,,,16798.0,,54020,54020,54020,6/30/1985,,54020,54020,54020,54020,777759,,26367,30-Nov-22,229302,na,69161,,229302.0,-5889,0,-5889,54020,54020,,54020,54020,54020,,,54020,54020,54020,54020,HOBBS,1/31/2022,,54020,53975,54020,53975,54020,54020,54174.677,,54253.46868,53975,220340.0,PANNN,2495,845.51601,FAILURE,"HOBBS, NM",115493.53738,0,,54020,,8/30/1985,T,1985,,0,,,151258.9064,BIF,"MONCOR BANK, N.A.",0,3,,,NM,,0,54020.0,,234029.37349,,N,1,17861,2495,220340,0,1060,West
70,5/9/1986,,SEATTLE,,WA,,8,94665,100841,,100841,,PRUDENTIAL BANK FSB,,8/30/1985,ABT,SL,MCP-D,32376,28124.0,8200,100841,100841,100841,6/30/1985,,100841,100841,100841,100841,851275,,29811,30-Nov-22,378366,na,,,378366.0,1652,,1652,100841,100841,4130,100841,100841,100841,59931,,100841,100841,100841,100841,SEATTLE,,,100841,100841,100841,100841,100841,100841,100841,,100841,100841,325085.0,,,,FAILURE,"SEATTLE, WA",,,,100841,,,,1985,937,,,,,FSLIC,WESTSIDE FS&LA,0,3,,8/30/1985,WA,,0,100841.0,,,,SL,3,,0,325085,,1061,West
71,9/3/1985,,MATTESON,,IL,,9,29720,3000,,3000,,"REPUBLIC SAVINGS BANK, FSB",,9/3/1985,A/A,SL,,,27766.0,,3000,3000,3000,6/30/1985,,3000,3000,3000,3000,2094188,,32389,30-Nov-22,133824,na,,,133824.0,-14665,,-14665,3000,3000,8213,3000,3000,3000,,,3000,3000,3000,3000,MATTESON,,,3000,3000,3000,3000,3000,3000,3000,,3000,3000,133506.0,,,,ASSISTANCE,"MATTESON, IL",,,,3000,,,,1985,243,,,,,FSLIC,CITIZENS FS&LA,0,3,,,IL,,1,3000.0,,,,SL,3,,0,133506,,1062,Midwest
72,9/4/1985,4306,COLUMBIA,,TN,I,9,,3933,2/1/1991,3933,8/1/1990,FIRST FARMERS&MERCHANTS,,9/4/1985,PA,NM,,,6096.0,,3933,3933,3933,6/30/1985,,3993,3933,3933,3933,20334,,1487,30-Nov-22,25637,na,5042,,25637.0,536,0,536,3993,3993,,3993,3933,3933,,,3933,3933,3933,3933,LORETTO,1/31/2022,,3933,3993,3933,3993,3933,3933,3993.1882,,3993.18822,3993,24782.0,PASAN,2496,-497.25706,FAILURE,"LORETTO, TN",24570.6449,0,,3933,,9/4/1985,T,1985,,0,,,238.88969,BIF,THE BANK OF LORETTO,0,3,,,TN,,0,3933.0,,3786.45425,,NM,1,370,2496,24782,0,1063,South
73,9/6/1985,6618,,,CO,I,9,,2748,6/1/1992,2748,8/1/1989,,,9/6/1985,PO,SM,,,23209.0,,2748,2748,2748,6/30/1985,,2748,2748,2748,2748,813750,,,30-Nov-22,10887,na,3415,,10887.0,499,0,499,2748,2748,,2748,2748,2748,,,2748,2748,2748,2748,CLIFTON,1/31/2022,,2748,2748,2748,2748,2748,2748,2747.6986,,2747.69862,2748,9839.0,POBNN,6607,1.06259,FAILURE,"CLIFTON, CO",10180.57057,0,,2748,,9/6/1985,T,1985,,0,,,0,BIF,BANK OF CLIFTON,0,3,,,,,0,2748.0,,9971.22831,,SM,1,62,6607,9839,0,1064,West
74,9/9/1988,,HOUSTON,,TX,,9,288492,738898,,738898,,FIRST HEIGHTS FSA,,9/6/1985,A/A,SL,MCP-C,32417,30676.0,8241,738898,738898,738898,6/30/1985,,738898,738898,738898,738898,362173,,32611,30-Nov-22,436548,na,,,436548.0,-32450,,-32450,581831,734876,8526,738898,738898,738898,,1804,738898,738898,738898,738898,HOUSTON,,,738898,360670,738898,360670,738898,738898,362980.91,,362180,361409,422018.0,,1804,,ASSISTANCE,"HOUSTON, TX",,,,738898,,,,1985,5730,,,,,FSLIC,HEIGHTS SAVINGS ASSOCIATION,0,3,,9/6/1985,TX,,1,738898.0,,,,SL,3,,1804,422018,,1065,South
75,9/12/1985,4001,VANLEER,,TN,I,9,,1830,4/1/1991,1830,4/1/1990,PEOPLES BANK,,9/12/1985,PA,NM,,,20490.0,,1830,1830,1830,6/30/1985,,1830,1830,1830,1830,869533,,9493,30-Nov-22,14785,na,2963,,14785.0,388,0,388,1830,1830,,1830,1830,1830,,,1830,1830,1830,1830,DICKSON,1/31/2022,,1830,1830,1830,1830,1830,1830,1830.0191,,1830.01915,1830,14259.0,PASNN,2498,0.10215,FAILURE,"DICKSON, TN",14591.31283,0,,1830,,9/12/1985,T,1985,,0,,,12118.12321,BIF,FIRST SECURITY BANK OF DICKSON,0,3,,,TN,,0,1830.0,,15414.78639,,NM,1,56,2498,14259,0,1066,South
76,9/12/1985,3921,ROSWELL,,NM,I,9,,10629,12/1/1994,10629,1/1/1994,FIRST NB OF CHAVES COUNT,,9/12/1985,PA,N,,,24106.0,,10629,10629,10629,6/30/1985,,10629,10629,10629,10629,724155,,26370,30-Nov-22,33293,na,10968,,33293.0,-542,0,-542,10629,10629,,10629,10629,10629,,,10629,10629,10629,10629,ROSWELL,1/31/2022,,10629,10629,10629,10629,10629,10629,10628.791,,10628.791,10629,32901.0,PANNN,2497,-0.001,FAILURE,"ROSWELL, NM",24108.42918,0,,10629,,9/12/1985,T,1985,,0,,,25726.99913,BIF,"MONCOR BANK, N.A.",0,3,,,NM,,0,10629.0,,33598.8909,,N,1,826,2497,32901,0,1067,West
